Date,Year,Hardware Weighted Ave Energy Efficiency (J/GH),1 Month MA of Efficiency (J/GH),HR (GH/s),Energy-In (W),Price ($),Circulating BTC (Stock),Flow,S2F,SF Model ($),Supply Growth Rate (1/s),Energy Value ($),Energy Value Residuals,Barssince,Est. Energy Efficiency (2015-),Est. Energy Value,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2012,2012,2693.230559,2693.230559,19266.25428,51888464.79,13.75,"  10,560,700 ","  2,650,450 ",3.607198778,18.77,0.00000088%,11.81,3.75042482,1444,,,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2012,2012,2693.230559,2693.230559,19266.25428,51888464.79,13.75,"  10,560,700 ","  2,650,450 ",3.607198778,18.77,0.00000088%,11.81,3.75042482,1445,,,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2012,2012,2693.230559,2693.230559,23957.16837,64522177.96,13.40,"  10,570,575 ","  2,660,325 ",3.59752098,18.62,0.00000088%,14.65,1.56323311,1446,,,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2012,2012,2693.230559,2693.230559,23957.16837,64522177.96,13.40,"  10,570,575 ","  2,638,925 ",3.626694582,19.08,0.00000087%,14.77,1.874428652,1447,,,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2012,2012,2693.230559,2693.230559,23957.16837,64522177.96,13.40,"  10,570,575 ","  2,638,925 ",3.626694582,19.08,0.00000087%,14.77,1.874428652,1448,,,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2012,2012,2693.230559,2693.230559,24124.70102,64973382,13.63,"  10,579,900 ","  2,648,250 ",3.617445483,18.94,0.00000088%,14.83,1.450698297,1449,,,-8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2012,2012,2693.230559,2693.230559,24124.70102,64973382,13.63,"  10,579,900 ","  2,625,350 ",3.648999181,19.43,0.00000087%,14.96,1.779142572,1450,,,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2012,2012,2693.230559,2693.230559,24124.70102,64973382,13.63,"  10,579,900 ","  2,625,350 ",3.648999181,19.43,0.00000087%,14.96,1.779142572,1451,,,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2012,2012,2693.230559,2693.230559,20606.51545,55498097.13,13.45,"  10,589,600 ","  2,635,050 ",3.639247832,19.28,0.00000087%,12.75,0.4935612353,1452,,,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2012,2012,2693.230559,2693.230559,20606.51545,55498097.13,13.45,"  10,589,600 ","  2,611,000 ",3.672769054,19.82,0.00000086%,12.86,0.3423676222,1453,,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2012,2012,2693.230559,2693.230559,20606.51545,55498097.13,13.45,"  10,589,600 ","  2,611,000 ",3.672769054,19.82,0.00000086%,12.86,0.3423676222,1454,,,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2012,2012,2693.230559,2693.230559,26068.86297,70209458.4,13.51,"  10,601,625 ","  2,623,025 ",3.660516007,19.62,0.00000087%,16.22,7.348360994,1455,,,-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2012,2012,2693.230559,2693.230559,26068.86297,70209458.4,13.51,"  10,601,625 ","  2,601,575 ",3.690696982,20.11,0.00000086%,16.35,8.091331102,1456,,,-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2012,2012,2693.230559,2693.230559,26068.86297,70209458.4,13.51,"  10,601,625 ","  2,601,575 ",3.690696982,20.11,0.00000086%,16.35,8.091331102,1457,,,-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2012,2012,2457.132676,2685.36063,24883.91466,66822284.73,13.57,"  10,613,175 ","  2,613,125 ",3.678804114,19.91,0.00000086%,15.52,3.784438026,1458,,,-13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2013,2013,2457.132676,2677.4907,24883.91466,66626450.08,13.57,"  10,613,175 ","  2,589,975 ",3.711686406,20.45,0.00000085%,15.61,4.154126211,1459,,,-13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2013,2013,2457.132676,2669.620771,24883.91466,66430615.43,13.57,"  10,613,175 ","  2,589,975 ",3.711686406,20.45,0.00000085%,15.56,3.969220998,1460,,,-13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2013,2013,2457.132676,2661.750841,23698.96634,63080743.59,13.42,"  10,625,175 ","  2,601,975 ",3.69918043,20.25,0.00000086%,14.73,1.710199263,1461,,,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2013,2013,2457.132676,2653.880912,23698.96634,62894234.4,13.42,"  10,625,175 ","  2,578,425 ",3.732966831,20.81,0.00000085%,14.82,1.955294964,1462,,,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2013,2013,2457.132676,2646.010982,23698.96634,62707725.21,13.42,"  10,625,175 ","  2,578,425 ",3.732966831,20.81,0.00000085%,14.77,1.834333696,1463,,,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2013,2013,2457.132676,2638.141053,21032.83263,55487579.21,13.54,"  10,635,975 ","  2,589,225 ",3.721567264,20.62,0.00000085%,13.03,0.2567077348,1464,,,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
