Date,Market Price ($),Av. Electricity Price ($/KWh),Block Rewards (BTC),Transaction Fees (USD),Difficulty,Hash rate TH/s,Efficency ( TH/kW),Efficency ( J/TH ),Google Trends,Unique Wallets
3/28/2020,"5,885.41",0.1326038815,12.5,"267,707.60","15,831,528,989,634.00","100,386,175.80",33.85,33850,19,474445
3/31/2020,"6,652.87",0.1326237721,12.5,"211,048.21","14,699,929,024,609.00","100,495,620.10",33.85,33850,19,583665
4/3/2020,"6,871.69",0.1326436657,12.5,"158,381.63","13,912,524,048,946.00","104,035,696.30",33.85,33850,19,579437
4/6/2020,"7,205.55",0.1326635622,12.5,"150,830.46","13,912,524,048,946.00","106,308,080.90",33.85,33850,19,619559
4/9/2020,"6,873.24",0.1326834617,12.5,"146,048.00","13,981,803,841,623.00","104,926,817.70",33.85,33850,14,666919
4/12/2020,"6,857.66",0.1327033643,12.5,"138,014.27","14,325,813,846,642.00","110,999,326.60",33.85,33850,14,499998
4/15/2020,"7,112.27",0.1327232698,12.5,"139,577.37","14,669,823,851,661.00","115,878,648.70",33.85,33850,14,679872
4/18/2020,"7,130.04",0.1327431783,12.5,"154,413.47","14,715,214,060,657.00","115,054,068.80",33.85,33850,14,578296
4/21/2020,"7,130.99",0.1327630897,12.5,"160,988.83","14,715,214,060,657.00","113,800,073.50",33.85,33850,14,652289
4/24/2020,"7,549.52",0.1327830042,12.5,"199,883.64","15,200,429,185,340.00","109,962,750.70",33.85,33850,14,670883
4/27/2020,"7,765.33",0.1328029217,12.5,"223,214.91","15,733,331,300,163.00","111,554,966.90",33.85,33850,14,645065
4/30/2020,"8,824.66",0.1328228421,12.5,"459,375.78","15,958,652,328,578.00","113,216,514.50",33.85,33850,14,593862
5/3/2020,"8,885.93",0.1328427655,12.5,"619,620.81","15,958,652,328,578.00","113,443,174.20",33.85,33850,22,495954
5/6/2020,"10,002.48",0.1328626919,12.5,"693,821.24","15,975,963,653,678.00","119,472,293.10",33.85,33850,22,604523
5/9/2020,"8,754.46",0.1328826213,12.5,"739,630.01","16,038,601,578,086.00","121,853,507.60",33.85,33850,22,458476
5/12/2020,"9,305.93",0.1329025537,12.5,"860,646.24","16,101,239,502,493.00","121,087,434.50",33.85,33850,22,603823
5/15/2020,"9,385.70",0.1329224891,12.5,"1,037,074.99","16,104,807,485,529.00","111,966,037.40",33.85,33850,22,556912
5/18/2020,"9,785.74",0.1329424275,12.5,"1,341,338.05","16,104,807,485,529.00","101,672,938.90",33.85,33850,22,638403
5/21/2020,"9,167.26",0.1329623689,6.25,"1,516,890.70","15,977,506,852,889.00","93,625,665.18",33.85,33850,22,643217
5/24/2020,"8,899.66",0.1329823132,6.25,"1,349,406.10","15,563,179,322,126.00","90,689,768.70",33.85,33850,22,625333
5/27/2020,"9,569.21",0.1330022606,6.25,"888,209.85","15,148,851,791,364.00","90,471,236.69",33.85,33850,22,673800
5/30/2020,"9,450.84",0.1330222109,6.25,"748,404.85","15,138,043,247,083.00","94,602,038.01",33.85,33850,22,502951
6/2/2020,"9,658.04",0.1330421642,6.25,"782,229.17","15,138,043,247,083.00","103,202,223.30",33.85,33850,13,669086
6/5/2020,"9,670.43",0.1330621205,6.25,"651,850.63","15,043,621,230,985.00","105,288,528.20",33.85,33850,13,553650
6/8/2020,"9,775.15",0.1330820799,6.25,"465,222.80","14,441,182,170,529.00","110,815,623.40",33.85,33850,13,704215
6/11/2020,"9,459.97",0.1331020422,6.25,"335,352.89","13,838,743,110,072.00","114,994,337.90",33.85,33850,13,646111
6/14/2020,"9,426.70",0.1331220075,6.25,"291,868.60","13,732,352,106,018.00","112,245,343.40",33.85,33850,13,625207
6/17/2020,"9,380.03",0.1331419758,6.25,"330,925.79","13,808,583,816,284.00","110,570,811.70",33.85,33850,13,674745
6/20/2020,"9,284.78",0.1331619471,6.25,"380,196.83","14,688,180,473,195.00","105,926,966.60",33.85,33850,13,509206
6/23/2020,"9,276.58",0.1331819214,6.25,"369,418.28","15,567,777,130,106.00","108,235,120.80",33.85,33850,13,702636
6/26/2020,"9,004.23",0.1332018987,6.25,"332,107.81","15,784,744,305,477.00","112,767,411.30",33.85,33850,13,601249
6/29/2020,"9,133.97",0.1332218789,6.25,"310,853.46","15,784,744,305,477.00","115,793,972.00",33.85,33850,13,734433
7/2/2020,"9,072.42",0.1332418622,6.25,"384,528.86","15,784,651,137,185.00","117,362,562.90",33.85,33850,13,629600
7/5/2020,"9,348.91",0.1332618485,6.25,"408,835.16","15,784,425,383,247.00","121,956,640.90",33.85,33850,13,644972
7/8/2020,"9,238.04",0.1332818378,6.25,"386,899.64","15,784,217,546,288.00","125,990,398.00",33.85,33850,13,696765
7/11/2020,"9,295.90",0.1333018301,6.25,"381,652.03","15,784,217,546,288.00","124,533,213.70",33.85,33850,13,608050
7/14/2020,"9,193.51",0.1333218253,6.25,"437,006.64","15,896,528,642,635.00","123,224,186.00",33.85,33850,13,717842
7/17/2020,"9,174.71",0.1333418236,6.25,"558,861.77","16,565,842,068,161.00","121,358,766.00",33.85,33850,13,644333
7/20/2020,"9,392.66",0.1333618249,6.25,"687,810.73","17,235,155,493,687.00","115,473,898.10",33.85,33850,13,708169
7/23/2020,"9,551.28",0.1333818292,6.25,"946,013.70","17,345,948,872,516.00","113,943,058.70",33.85,33850,13,707225
7/26/2020,"11,042.40",0.1334018364,6.25,"1,096,988.44","17,345,948,872,516.00","120,718,051.40",33.85,33850,13,683507
7/29/2020,"11,114.93",0.1334218467,6.25,"1,441,106.73","17,269,494,450,891.00","126,940,916.20",33.85,33850,13,690043
8/1/2020,"11,077.77",0.13344186,6.25,"1,700,623.68","17,055,899,910,477.00","124,781,881.40",33.85,33850,13,571198
8/4/2020,"11,750.28",0.1334618763,6.25,"1,557,704.83","16,847,561,611,550.00","122,154,894.80",33.85,33850,13,710405
8/7/2020,"11,767.60",0.1334818955,6.25,"1,479,079.18","16,847,561,611,550.00","122,394,179.60",33.85,33850,13,649053
8/10/2020,"11,392.43",0.1335019178,6.25,"1,501,244.92","16,847,561,611,550.00","124,667,385.30",33.85,33850,13,678008
8/13/2020,"11,774.38",0.1335219431,6.25,"1,282,843.53","16,879,651,185,873.00","126,347,972.70",33.85,33850,13,720277
8/16/2020,"12,293.72",0.1335419714,6.25,"1,179,437.96","16,922,611,495,472.00","129,075,393.20",33.85,33850,13,662241
8/19/2020,"11,865.82",0.1335620027,6.25,"1,289,559.01","16,947,802,333,947.00","125,649,848.00",33.85,33850,13,691592
8/22/2020,"11,653.02",0.133582037,6.25,"1,371,490.52","16,947,802,333,947.00","121,798,511.60",33.85,33850,13,557370
8/25/2020,"11,467.37",0.1336020743,6.25,"1,160,850.60","17,003,965,619,965.00","123,297,691.90",33.85,33850,13,681429
8/28/2020,"11,481.64",0.1336221146,6.25,"1,037,002.80","17,265,475,920,488.00","122,017,801.80",33.85,33850,13,604531
8/31/2020,"11,923.25",0.1336421579,6.25,"1,132,661.47","17,526,986,221,011.00","122,462,847.30",33.85,33850,13,718787
9/3/2020,"10,467.89",0.1336622043,6.25,"1,239,310.89","17,557,993,035,167.00","126,308,447.30",33.85,33850,13,687638
9/6/2020,"10,367.74",0.1336822536,6.25,"1,291,608.87","17,557,993,035,167.00","122,193,759.50",33.85,33850,13,644695
9/9/2020,"10,352.66",0.1337023059,6.25,"1,069,539.57","17,511,613,670,730.00","127,930,089.20",33.85,33850,13,684217
9/12/2020,"10,330.77",0.1337223613,6.25,"855,574.93","17,420,758,572,485.00","131,873,589.70",33.85,33850,13,538619
9/15/2020,"10,948.43",0.1337424196,6.25,"817,901.36","17,345,997,805,929.00","136,485,692.10",33.85,33850,13,748143
9/18/2020,"11,081.43",0.133762481,6.25,"721,093.63","17,345,997,805,929.00","139,811,607.00",33.85,33850,13,642826
9/21/2020,"10,532.22",0.1337825454,6.25,"669,484.51","17,603,468,246,333.00","139,904,505.90",33.85,33850,13,692891
9/24/2020,"10,692.84",0.1338026127,6.25,"717,117.45","18,447,179,074,120.00","136,974,413.10",33.85,33850,13,714645
9/27/2020,"10,692.33",0.1338226831,6.25,"710,096.32","19,290,889,901,906.00","138,914,906.00",33.85,33850,13,658073
9/30/2020,"10,619.24",0.1338427565,6.25,"760,787.67","19,314,656,404,097.00","139,905,644.70",33.85,33850,13,743078
10/3/2020,"10,673.46",0.133862833,6.25,"897,886.58","19,314,656,404,097.00","135,516,448.00",33.85,33850,13,512486
10/6/2020,"10,670.80",0.1338829124,6.25,"1,032,761.95","19,310,296,872,099.00","137,953,248.40",33.85,33850,13,687152
10/9/2020,"11,302.67",0.1339029948,6.25,"1,037,692.77","19,303,195,778,742.00","140,918,695.20",33.85,33850,13,657714
10/12/2020,"11,428.24",0.1339230803,6.25,"951,616.24","19,298,087,186,263.00","138,141,088.90",33.85,33850,13,600338
10/15/2020,"11,327.57",0.1339431687,6.25,"804,033.89","19,298,087,186,263.00","144,034,012.30",33.85,33850,13,635998
10/18/2020,"11,758.16",0.1339632602,6.25,"676,728.63","19,331,172,662,173.00","146,484,944.00",33.85,33850,13,543348
10/21/2020,"12,990.25",0.1339833547,6.25,"960,422.83","19,630,850,722,823.00","139,371,646.10",33.85,33850,13,729209
10/24/2020,"13,036.77",0.1340034522,6.25,"1,306,496.24","19,930,528,783,473.00","133,536,442.00",33.85,33850,13,555482
10/27/2020,"13,289.00",0.1340235527,6.25,"1,892,230.28","19,997,335,994,446.00","130,791,600.00",33.85,33850,13,713744
10/30/2020,"13,810.32",0.1340436562,6.25,"2,648,254.39","19,997,335,994,446.00","116,022,516.00",33.85,33850,13,613373
11/1/2020,"14,023.31",0.1340637628,6.25,"3,269,215.26","19,997,335,994,446.00","108,779,984.40",33.85,33850,24,770689
11/4/2020,"15,595.77",0.1340838724,6.25,"3,442,936.23","19,234,247,588,740.00","115,107,145.50",33.85,33850,24,772326
11/7/2020,"15,328.53",0.1341039849,6.25,"2,995,108.95","17,858,723,423,949.00","121,130,852.40",33.85,33850,24,671932
11/10/2020,"16,295.57",0.1341241005,6.25,"2,182,553.07","16,787,779,609,933.00","128,159,204.20",33.85,33850,24,736612
11/13/2020,"15,968.16",0.1341442192,6.25,"1,606,118.17","16,787,779,609,933.00","126,609,372.00",33.85,33850,24,589008
11/16/2020,"17,798.45",0.1341643408,6.25,"1,383,540.98","16,823,896,638,935.00","124,869,930.30",33.85,33850,24,756978
11/19/2020,"18,699.75",0.1341844654,6.25,"1,338,039.63","17,170,620,117,351.00","128,602,936.80",33.85,33850,24,642981
11/22/2020,"19,172.52",0.1342045931,6.25,"1,289,376.03","17,517,343,595,767.00","141,076,183.20",33.85,33850,24,737193
11/25/2020,"17,138.87",0.1342247238,6.25,"1,325,678.32","17,596,801,059,571.00","135,709,930.50",33.85,33850,24,711679
11/28/2020,"19,709.73",0.1342448575,6.25,"1,407,414.46","17,596,801,059,571.00","133,710,520.90",33.85,33850,24,696656
12/1/2020,"19,454.54",0.1342649942,6.25,"1,808,701.03","18,122,863,152,389.00","131,996,845.80",33.85,33850,24,754492
12/4/2020,"19,377.66",0.134285134,6.25,"1,979,413.24","18,791,586,151,735.00","133,409,747.70",33.85,33850,24,638816
12/7/2020,"18,554.15",0.1343052768,6.25,"1,599,885.74","19,157,154,724,710.00","137,948,518.50",33.85,33850,24,782736
12/10/2020,"18,803.44",0.1343254225,6.25,"1,220,356.33","19,157,154,724,710.00","134,275,333.10",33.85,33850,24,627843
12/13/2020,"19,439.75",0.1343455714,6.25,"1,167,932.56","19,155,370,892,599.00","134,533,587.60",33.85,33850,31,775919
12/16/2020,"23,150.79",0.1343657232,6.25,"2,022,932.91","18,946,662,535,609.00","132,373,208.70",33.85,33850,31,609741
12/19/2020,"22,745.48",0.1343858781,6.25,"2,729,738.83","18,737,954,178,619.00","136,823,648.10",33.85,33850,31,851667
12/22/2020,"23,715.53",0.1344060359,6.25,"3,032,440.82","18,670,168,558,400.00","134,839,542.60",33.85,33850,31,940647
12/25/2020,"26,246.58",0.1344261968,6.25,"2,666,279.77","18,670,168,558,400.00","134,176,614.60",33.85,33850,31,768365
12/28/2020,"28,856.59",0.1344463608,6.25,"2,497,586.44","18,660,149,356,520.00","134,096,925.50",33.85,33850,31,772596
12/31/2020,"32,195.46",0.1344665277,6.25,"2,607,349.51","18,629,902,709,333.00","142,734,576.90",33.85,33850,31,733398
1/3/2021,"34,046.67",0.1344866977,6.25,"2,900,767.68","18,599,656,062,147.00","146,350,014.10",33.85,33850,64,757920
1/6/2021,"40,670.25",0.1345068707,6.25,"3,886,586.38","18,599,593,048,299.00","149,387,454.00",33.85,33850,64,783335
1/9/2021,"35,544.94",0.1345270467,6.25,"4,438,550.85","18,708,960,713,841.00","148,690,226.40",33.85,33850,64,732867
1/12/2021,"39,158.47",0.1345472258,6.25,"4,934,674.69","19,569,457,252,164.00","151,697,118.50",33.85,33850,64,767142
1/15/2021,"35,793.01",0.1345674079,6.25,"4,582,600.54","20,429,953,790,487.00","153,019,188.20",33.85,33850,64,702062
1/18/2021,"35,538.98",0.134587593,6.25,"3,849,677.81","20,607,418,304,386.00","150,294,161.30",33.85,33850,64,836448
1/21/2021,"32,099.74",0.1346077811,6.25,"3,201,996.26","20,607,418,304,386.00","146,196,560.00",33.85,33850,64,795079
1/24/2021,"32,541.80",0.1346279723,6.25,"3,036,610.08","20,656,815,526,266.00","146,698,957.50",33.85,33850,64,903883
1/27/2021,"34,314.26",0.1346481665,6.25,"3,095,194.48","20,749,435,317,292.00","148,549,580.90",33.85,33850,64,857246
1/30/2021,"33,522.90",0.1346683637,6.25,"3,776,231.60","20,823,531,150,112.00","150,095,785.50",33.85,33850,64,769869
2/2/2021,"37,002.09",0.134688564,6.25,"4,974,544.99","20,823,531,150,112.00","146,546,722.60",33.85,33850,64,820203
2/5/2021,"38,928.10",0.1347087673,6.25,"4,908,376.29","20,823,531,150,112.00","152,461,827.40",33.85,33850,67,680893
2/8/2021,"44,878.17",0.1347289736,6.25,"6,107,452.75","21,078,195,366,117.00","165,861,253.10",33.85,33850,67,874171
2/11/2021,"47,185.19",0.1347491829,6.25,"7,407,639.26","21,339,994,570,933.00","160,711,290.00",33.85,33850,67,775777
2/14/2021,"49,160.10",0.1347693953,6.25,"7,192,262.76","21,434,395,961,349.00","156,021,049.00",33.85,33850,67,810035
2/17/2021,"55,916.50",0.1347896107,6.25,"6,794,125.87","21,434,395,961,349.00","150,236,854.00",33.85,33850,67,806404
2/20/2021,"54,123.40",0.1348098291,6.25,"7,383,754.17","21,478,763,081,747.00","151,777,618.00",33.85,33850,67,723503
2/23/2021,"46,800.42",0.1348300506,6.25,"8,154,146.79","21,602,936,912,618.00","149,558,391.00",33.85,33850,67,766597
2/26/2021,"45,113.92",0.1348502751,6.25,"7,020,389.88","21,724,134,900,047.00","154,427,502.30",33.85,33850,67,736008
3/1/2021,"50,477.70",0.1348705027,6.25,"6,059,148.32","21,724,134,900,047.00","154,118,955.80",33.85,33850,67,808119
3/4/2021,"48,881.59",0.1348907332,6.25,"5,380,795.97","21,724,134,900,047.00","151,187,764.50",33.85,33850,50,742019
3/7/2021,"54,881.52",0.1349109669,6.25,"5,062,513.90","21,648,948,273,819.00","153,716,875.80",33.85,33850,50,810265
3/10/2021,"57,253.28",0.1349312035,6.25,"5,242,469.57","21,530,723,785,682.00","155,778,275.40",33.85,33850,50,790548
3/13/2021,"55,754.72",0.1349514432,6.25,"6,208,931.36","21,448,277,761,060.00","154,598,952.20",33.85,33850,50,776764
3/17/2021,"57,665.90",0.1349716859,6.25,"6,516,333.78","21,448,277,761,060.00","156,579,037.30",33.85,33850,50,814587
3/20/2021,"57,411.17",0.1349919316,6.25,"6,006,991.48","21,459,152,826,365.00","157,420,617.70",33.85,33850,50,618857
3/23/2021,"52,508.23",0.1350121804,6.25,"5,337,762.63","21,637,987,233,601.00","160,766,785.10",33.85,33850,50,860993
3/26/2021,"55,863.93",0.1350324323,6.25,"4,283,151.33","21,816,821,640,837.00","166,720,074.40",33.85,33850,50,762965
3/29/2021,"58,730.13",0.1350526871,6.25,"4,374,295.53","21,865,558,044,611.00","166,457,523.80",33.85,33850,50,839652
4/1/2021,"59,031.32",0.135072945,6.25,"4,838,922.94","21,865,558,044,611.00","164,904,748.40",33.85,33850,51,733666
4/4/2021,"59,054.10",0.135093206,6.25,"5,246,846.86","22,218,570,086,597.00","162,156,064.80",33.85,33850,51,674744
4/7/2021,"58,048.59",0.13511347,6.25,"5,279,602.16","22,763,662,210,252.00","164,631,662.00",33.85,33850,51,757844
4/10/2021,"59,964.87",0.135133737,6.25,"5,538,475.95","23,137,439,666,472.00","167,595,961.70",33.85,33850,51,585806
4/13/2021,"62,969.12",0.135154007,6.25,"5,992,750.90","23,137,439,666,472.00","169,731,988.60",33.85,33850,51,728620
4/16/2021,"60,087.09",0.1351742801,6.25,"7,622,110.36","23,148,885,509,572.00","172,130,189.20",33.85,33850,51,677778
4/19/2021,"56,507.91",0.1351945563,6.25,"11,344,751.71","23,339,403,414,083.00","150,787,954.80",33.85,33850,51,772207
4/22/2021,"51,153.13",0.1352148355,6.25,"13,650,219.26","23,529,921,318,594.00","136,207,676.00",33.85,33850,51,804452
4/25/2021,"54,056.64",0.1352351177,6.25,"11,996,237.00","23,581,981,443,664.00","146,198,398.70",33.85,33850,65,824736
4/28/2021,"53,584.15",0.135255403,6.25,"8,690,382.54","23,581,981,443,664.00","154,236,798.60",33.85,33850,65,806882
5/1/2021,"56,610.46",0.1352756913,6.25,"7,453,894.92","23,581,981,443,664.00","159,260,798.50",33.85,33850,65,604353
5/4/2021,"57,473.23",0.1352959826,6.25,"6,334,905.32","22,650,011,875,012.00","167,961,731.50",33.85,33850,65,734818
5/7/2021,"58,928.81",0.135316277,6.25,"5,704,507.32","21,375,810,858,200.00","174,317,609.60",33.85,33850,65,603588
5/10/2021,"56,750.00",0.1353365745,6.25,"5,374,306.85","20,608,845,737,768.00","177,672,590.30",33.85,33850,65,640506
5/13/2021,"49,922.52",0.1353568749,6.25,"4,447,265.42","20,608,845,737,768.00","178,989,767.60",33.85,33850,65,616432
5/16/2021,"43,596.24",0.1353771785,6.25,"3,584,075.79","22,250,812,598,829.00","176,179,075.00",33.85,33850,65,599311
5/19/2021,"40,784.32",0.1353974851,6.25,"3,681,586.05","24,152,659,106,964.00","160,228,122.60",33.85,33850,65,692529
5/22/2021,"34,754.54",0.1354177947,6.25,"4,039,788.62","25,046,487,590,083.00","146,384,382.40",33.85,33850,65,467665
5/25/2021,"39,266.04",0.1354381073,6.25,"3,852,510.88","25,046,487,590,083.00","143,716,380.30",33.85,33850,65,581779
5/28/2021,"34,647.67",0.1354584231,6.25,"2,791,018.80","25,046,487,590,083.00","148,163,050.50",33.85,33850,65,584529
5/31/2021,"36,662.64",0.1354787418,6.25,"2,074,772.06","24,499,038,712,669.00","150,291,730.30",33.85,33850,65,677276
6/3/2021,"36,885.51",0.1354990636,6.25,"1,680,450.81","22,785,285,705,113.00","151,415,069.70",33.85,33850,45,567037
6/6/2021,"33,514.87",0.1355193885,6.25,"1,471,886.46","21,071,532,697,557.00","149,939,087.80",33.85,33850,45,549345
6/9/2021,"36,704.57",0.1355397164,6.25,"1,261,147.17","21,047,730,572,452.00","150,516,054.30",33.85,33850,45,594998
6/12/2021,"39,066.82",0.1355600474,6.25,"1,283,453.95","21,047,730,572,452.00","136,316,426.60",33.85,33850,45,379066
6/15/2021,"38,324.87",0.1355803814,6.25,"1,424,428.55","20,858,287,381,332.00","132,807,547.00",33.85,33850,45,567655
6/18/2021,"35,524.17",0.1356007184,6.25,"1,243,423.72","20,380,456,147,680.00","128,421,919.90",33.85,33850,45,583136
6/21/2021,"32,447.59",0.1356210585,6.25,"1,203,145.02","19,932,791,027,263.00","120,460,802.60",33.85,33850,45,579824
6/24/2021,"31,640.58",0.1356414017,6.25,"1,363,422.46","19,932,791,027,263.00","107,438,013.20",33.85,33850,45,569423
6/27/2021,"34,456.67",0.1356617479,6.25,"1,454,755.37","19,932,791,027,263.00","99,935,754.00",33.85,33850,45,560833
6/30/2021,"33,536.88",0.1356820972,6.25,"1,660,558.48","19,932,791,027,263.00","90,734,870.13",33.85,33850,45,572802
7/3/2021,"35,309.30",0.1357024495,6.25,"1,994,484.00","19,932,791,027,263.00","84,789,683.64",33.85,33850,65,422214
7/6/2021,"33,839.04",0.1357228048,6.25,"1,800,861.52","17,727,439,616,163.00","90,819,460.56",33.85,33850,32,571507
7/9/2021,"33,515.57",0.1357431633,6.25,"1,224,954.14","15,340,397,321,761.00","93,241,612.13",33.85,33850,32,497255
7/12/2021,"32,686.56",0.1357635247,6.25,"923,312.57","14,363,025,673,660.00","97,204,622.09",33.85,33850,32,600692
7/15/2021,"31,421.25",0.1357838893,6.25,"769,503.42","14,363,025,673,660.00","100,774,571.50",33.85,33850,32,629903
7/18/2021,"30,815.94",0.1358042569,6.25,"643,070.99","14,360,956,448,682.00","99,739,876.72",33.85,33850,32,583866
7/21/2021,"32,297.89",0.1358246275,6.25,"482,324.65","14,065,057,276,891.00","102,600,064.80",33.85,33850,32,614597
7/24/2021,"35,365.20",0.1358450012,6.25,"491,574.03","13,769,158,105,100.00","98,947,054.62",33.85,33850,32,482998
7/27/2021,"40,002.53",0.1358653779,6.25,"540,446.02","13,672,594,272,814.00","98,260,624.00",33.85,33850,32,631031
7/30/2021,"41,659.06",0.1358857577,6.25,"558,123.41","13,672,594,272,814.00","104,766,021.00",33.85,33850,32,520081
8/2/2021,"38,138.00",0.1359061406,6.25,"527,982.15","13,882,653,314,909.00","109,887,906.60",33.85,33850,32,618951
8/5/2021,"42,825.95",0.1359265265,6.25,"522,601.32","14,235,731,279,281.00","109,693,176.80",33.85,33850,32,676861
8/8/2021,"46,333.46",0.1359469155,6.25,"536,057.20","14,496,442,856,349.00","112,005,260.90",33.85,33850,32,648964
8/11/2021,"44,417.78",0.1359673075,6.25,"559,852.76","14,496,442,856,349.00","112,931,775.00",33.85,33850,32,625141
8/14/2021,"47,056.41",0.1359877026,6.25,"641,810.96","14,614,774,089,357.00","112,222,868.20",33.85,33850,32,474721
8/17/2021,"44,777.86",0.1360081008,6.25,"687,212.75","15,068,910,172,795.00","119,126,462.00",33.85,33850,32,682571
8/20/2021,"48,932.02",0.136028502,6.25,"647,607.77","15,523,046,256,232.00","122,389,629.90",33.85,33850,32,574763
8/23/2021,"47,744.58",0.1360489063,6.25,"660,506.58","15,556,093,717,703.00","123,285,733.70",33.85,33850,32,662890
8/26/2021,"49,056.86",0.1360693136,6.25,"618,813.88","15,681,100,747,942.00","129,030,251.80",33.85,33850,32,640477
8/29/2021,"47,074.77",0.136089724,6.25,"576,302.52","16,563,503,314,331.00","129,727,331.40",33.85,33850,32,609049
9/1/2021,"49,329.01",0.1361101375,6.25,"659,291.81","17,445,905,880,721.00","127,249,992.50",33.85,33850,32,673139
9/4/2021,"51,769.06",0.136130554,6.25,"734,920.45","17,615,033,039,279.00","126,343,503.20",33.85,33850,32,501580
9/7/2021,"46,078.38",0.1361509736,6.25,"804,990.76","17,615,033,039,279.00","133,723,965.30",33.85,33850,32,645903
9/10/2021,"45,144.79",0.1361713962,6.25,"702,017.89","17,842,029,930,205.00","135,548,079.00",33.85,33850,32,536442
9/13/2021,"47,072.12",0.1361918219,6.25,"607,032.39","18,184,940,127,136.00","133,493,711.00",33.85,33850,32,620834
9/16/2021,"47,263.60",0.1362122507,6.25,"657,141.26","18,415,156,832,118.00","135,613,291.50",33.85,33850,32,
9/19/2021,"42,901.56",0.1362326825,6.25,"656,451.22","18,415,156,832,118.00","137,836,460.20",33.85,33850,32,
9/22/2021,"44,888.96",0.1362531174,6.25,"588,390.90","18,446,276,784,689.00","134,495,823.90",33.85,33850,32,
9/25/2021,"43,182.63",0.1362735554,6.25,"552,226.26","18,695,912,925,964.00","139,221,878.30",33.85,33850,32,
9/28/2021,"41,522.38",0.1362939965,6.25,"517,540.58","18,945,549,067,238.00","135,671,902.50",33.85,33850,32,
