Date,Market Price ($),Av. Electricity Price ($/KWh),Block Rewards (BTC),Transaction Fees (USD),Difficulty,Hash rate TH/s,Efficency ( TH/kW),Efficency ( J/TH ),Google Trends,Unique Wallets
6/4/2018,"7,619.43",0.128280444,12.5,"146,083.70","4,306,949,573,981.00","34,255,939.94",12.5,12500,15,343365
6/7/2018,"7,615.54",0.128299686,12.5,"140,537.25","4,413,006,585,300.00","36,806,214.50",12.5,12500,15,413610
6/10/2018,"6,879.31",0.128318931,12.5,"144,895.49","4,684,616,004,531.00","37,002,587.21",12.5,12500,15,469523
6/13/2018,"6,637.41",0.1283381788,12.5,"162,761.67","4,940,704,885,521.00","34,735,390.61",12.5,12500,15,415603
6/16/2018,"6,445.79",0.1283574295,12.5,"164,730.62","4,940,704,885,521.00","35,226,598.16",12.5,12500,15,396406
6/19/2018,"6,760.83",0.1283766832,12.5,"378,506.84","4,940,704,885,521.00","37,928,239.65",12.5,12500,15,341862
6/22/2018,"6,170.46",0.1283959397,12.5,"477,287.54","4,991,766,296,111.00","39,762,894.32",12.5,12500,13,435402
6/25/2018,"6,097.46",0.1284151991,12.5,"442,717.88","5,050,392,360,121.00","40,441,645.50",12.5,12500,13,357621
6/28/2018,"6,223.28",0.1284344613,12.5,"187,902.38","5,077,499,034,879.00","38,798,076.91",12.5,12500,13,445234
7/1/2018,"6,626.44",0.1284537265,12.5,"162,203.68","5,077,499,034,879.00","37,644,230.76",12.5,12500,13,473175
7/4/2018,"6,555.51",0.1284729946,12.5,"147,084.67","5,132,009,401,851.00","35,642,491.80",12.5,12500,13,431583
7/7/2018,"6,724.04",0.1284922655,12.5,"138,709.15","5,254,657,727,537.00","36,590,525.80",12.5,12500,13,465957
7/10/2018,"6,403.18",0.1285115394,12.5,"129,466.69","5,363,678,461,481.00","37,975,716.12",12.5,12500,13,366446
7/13/2018,"6,248.84",0.1285308161,12.5,"122,485.62","5,363,678,461,481.00","39,423,135.59",12.5,12500,13,525952
7/16/2018,"7,321.62",0.1285500957,12.5,"128,025.74","5,363,678,461,481.00","36,947,286.49",12.5,12500,13,395734
7/19/2018,"7,334.99",0.1285693782,12.5,"163,680.97","5,313,811,239,807.00","37,766,752.67",12.5,12500,13,500312
7/22/2018,"7,715.10",0.1285886636,12.5,"177,490.04","5,234,522,357,346.00","38,873,815.40",12.5,12500,13,537623
7/25/2018,"7,939.81",0.1286079519,12.5,"181,729.73","5,178,671,069,072.00","42,035,153.36",12.5,12500,13,452410
7/28/2018,"8,220.91",0.1286272431,12.5,"185,061.81","5,178,671,069,072.00","42,402,914.98",12.5,12500,13,467197
7/31/2018,"7,607.70",0.1286465372,12.5,"170,785.51","5,348,369,196,185.00","42,742,938.89",12.5,12500,13,361544
8/3/2018,"7,011.28",0.1286658342,12.5,"168,865.77","5,678,697,611,558.00","43,330,461.80",12.5,12500,13,539383
8/6/2018,"6,718.23",0.1286851341,12.5,"143,197.79","5,949,437,371,609.00","45,883,210.80",12.5,12500,13,399289
8/9/2018,"6,138.96",0.1287044368,12.5,"124,871.81","5,949,437,371,610.00","46,221,208.67",12.5,12500,13,449916
8/12/2018,"6,252.13",0.1287237425,12.5,"119,045.48","5,984,923,449,881.00","46,521,092.49",12.5,12500,13,487991
8/15/2018,"6,312.75",0.1287430511,12.5,"127,127.29","6,173,443,240,696.00","47,856,434.10",12.5,12500,13,464084
8/18/2018,"6,486.58",0.1287623625,12.5,"137,317.31","6,361,963,031,511.00","48,862,992.06",12.5,12500,11,463657
8/21/2018,"6,354.57",0.1287816769,12.5,"148,616.36","6,389,316,883,512.00","48,186,682.04",12.5,12500,11,387889
8/24/2018,"6,738.27",0.1288009941,12.5,"144,310.43","6,389,316,883,512.00","48,277,429.08",12.5,12500,11,497298
8/27/2018,"7,078.19",0.1288203143,12.5,"182,649.56","6,502,393,925,082.00","49,000,382.03",12.5,12500,11,414919
8/30/2018,"7,018.78",0.1288396373,12.5,"196,688.06","6,647,211,890,601.00","51,007,110.46",20,20000,11,474061
9/2/2018,"7,265.08",0.1288589633,12.5,"174,871.53","6,727,225,469,723.00","53,028,219.01",20,20000,11,471373
9/5/2018,"6,501.19",0.1288782921,12.5,"168,307.14","6,727,225,469,723.00","48,394,221.49",20,20000,11,481968
9/8/2018,"6,240.98",0.1288976239,12.5,"166,679.46","6,762,075,721,325.00","47,988,724.25",20,20000,11,493141
9/11/2018,"6,326.04",0.1289169585,12.5,"149,071.40","6,887,207,333,377.00","49,347,584.83",20,20000,11,401264
9/14/2018,"6,522.39",0.128936296,12.5,"130,502.74","7,012,338,945,429.00","52,636,033.19",20,20000,11,474080
9/17/2018,"6,342.39",0.1289556365,12.5,"120,270.25","7,019,199,231,177.00","49,996,152.17",20,20000,11,429819
9/20/2018,"6,756.12",0.1289749798,12.5,"116,979.40","7,019,199,231,177.00","49,447,839.44",20,20000,11,484847
9/23/2018,"6,583.45",0.1289943261,12.5,"121,088.61","7,059,056,176,330.00","51,389,369.57",20,20000,11,533087
9/26/2018,"6,686.08",0.1290136752,12.5,"131,077.78","7,116,242,228,071.00","54,374,065.73",20,20000,11,477298
9/29/2018,"6,611.02",0.1290330273,12.5,"134,751.07","7,152,633,351,906.00","53,740,253.40",20,20000,11,499968
10/2/2018,"6,483.73",0.1290523822,12.5,"146,306.94","7,152,633,351,906.00","54,756,137.20",20,20000,11,378043
10/5/2018,"6,573.62",0.1290717401,12.5,"132,898.46","7,182,866,881,542.00","54,016,485.12",20,20000,11,490531
10/8/2018,"6,626.85",0.1290911008,12.5,"117,905.37","7,312,439,151,409.00","51,211,672.01",20,20000,11,428970
10/11/2018,"6,247.00",0.1291104645,12.5,"108,443.45","7,442,011,421,276.00","50,515,184.99",20,20000,11,487826
10/14/2018,"6,599.17",0.1291298311,12.5,"107,721.22","7,454,968,648,263.00","52,041,213.87",20,20000,11,503384
10/17/2018,"6,509.61",0.1291492006,12.5,"112,660.83","7,454,968,648,263.00","52,252,978.72",20,20000,11,495174
10/20/2018,"6,504.78",0.1291685729,12.5,"114,304.67","7,412,151,171,226.00","51,051,519.75",20,20000,11,505058
10/23/2018,"6,489.77",0.1291879482,12.5,"103,625.06","7,295,529,885,087.00","51,214,865.44",20,20000,11,418053
10/26/2018,"6,457.21",0.1292073264,12.5,"102,122.04","7,182,852,313,938.00","50,090,631.11",20,20000,11,522948
10/29/2018,"6,301.61",0.1292267075,12.5,"109,951.78","7,182,852,313,938.00","49,886,595.95",20,20000,11,448643
11/1/2018,"6,390.42",0.1292460915,12.5,"109,614.38","7,182,852,313,938.00","51,977,956.32",20,20000,13,491741
11/4/2018,"6,437.76",0.1292654784,12.5,"105,812.26","7,183,318,966,739.00","54,123,853.77",20,20000,13,533315
11/6/2018,"6,444.97",0.1292848683,12.5,"114,114.83","7,183,984,379,066.00","51,832,813.50",20,20000,13,470247
11/9/2018,"6,408.53",0.129304261,12.5,"121,563.08","7,184,404,942,702.00","47,652,507.45",20,20000,13,467175
11/12/2018,"5,756.77",0.1293236566,12.5,"124,251.43","7,184,404,942,702.00","47,091,289.49",20,20000,13,410530
11/15/2018,"5,572.44",0.1293430552,12.5,"145,745.36","7,184,404,942,702.00","47,244,348.93",20,20000,13,454764
11/18/2018,"4,491.98",0.1293624566,12.5,"187,997.69","7,031,457,258,429.00","45,715,818.25",20,20000,13,420225
11/21/2018,"4,352.98",0.129381861,12.5,"185,425.56","6,803,842,200,730.00","42,714,092.65",20,20000,13,492965
11/24/2018,"3,793.35",0.1294012683,12.5,"181,743.71","6,653,303,141,406.00","41,389,434.85",20,20000,13,495221
11/27/2018,"4,278.77",0.1294206785,12.5,"148,907.76","6,653,303,141,406.00","40,822,456.29",20,20000,13,443067
11/30/2018,"4,140.60",0.1294400916,12.5,"145,964.92","6,653,303,141,406.00","39,499,506.32",20,20000,13,439018
12/3/2018,"3,744.98",0.1294595076,12.5,"132,562.06","6,587,690,656,352.00","37,757,484.10",20,20000,13,364388
12/6/2018,"3,453.66",0.1294789265,12.5,"103,245.72","6,156,162,389,264.00","37,191,010.30",20,20000,13,495568
12/9/2018,"3,407.28",0.1294983484,12.5,"85,103.64","5,724,634,122,177.00","35,969,936.15",20,20000,13,386813
12/12/2018,"3,242.42",0.1295177731,12.5,"73,979.99","5,646,403,851,535.00","35,005,336.73",20,20000,13,353052
12/15/2018,"3,556.54",0.1295372008,12.5,"69,771.79","5,646,403,851,535.00","37,010,224.29",20,20000,13,485694
12/18/2018,"4,135.19",0.1295566313,12.5,"83,321.77","5,642,787,907,828.00","38,029,757.88",20,20000,13,391031
12/21/2018,"3,995.17",0.1295760648,12.5,"93,331.18","5,411,367,510,596.00","37,486,502.69",20,20000,13,450626
12/24/2018,"3,848.21",0.1295955013,12.5,"84,911.34","5,179,947,113,364.00","38,725,392.66",20,20000,13,389294
12/27/2018,"3,770.36",0.1296149406,12.5,"68,334.52","5,106,422,924,660.00","41,086,085.89",20,20000,13,463346
12/30/2018,"3,855.88",0.1296343828,12.5,"57,890.32","5,106,422,924,660.00","40,723,454.95",25,25000,13,396628
1/2/2019,"3,856.62",0.129653828,12.5,"61,935.07","5,273,056,143,314.00","41,499,587.18",25,25000,13,466212
1/5/2019,"4,032.25",0.1296732761,12.5,"67,441.82","5,492,558,825,111.00","42,762,992.72",25,25000,10,484530
1/8/2019,"3,646.25",0.129692727,12.5,"81,124.52","5,618,595,848,853.00","42,653,392.38",25,25000,10,449404
1/11/2019,"3,531.96",0.129712181,12.5,"82,858.77","5,618,595,848,853.00","43,172,095.94",25,25000,10,470446
1/14/2019,"3,621.43",0.1297316378,12.5,"77,305.00","5,653,455,660,692.00","42,592,390.90",25,25000,10,383276
1/17/2019,"3,703.98",0.1297510975,12.5,"74,145.58","5,767,195,338,736.00","39,460,857.63",25,25000,10,462721
1/20/2019,"3,587.35",0.1297705602,12.5,"73,770.57","5,880,935,016,779.00","40,467,000.62",25,25000,10,418174
1/23/2019,"3,577.79",0.1297900258,12.5,"73,758.40","5,883,988,430,955.00","40,991,036.15",25,25000,10,503603
1/26/2019,"3,448.58",0.1298094943,12.5,"77,236.80","5,883,988,430,955.00","43,163,853.56",25,25000,10,516886
1/29/2019,"3,444.81",0.1298289657,12.5,"79,333.86","5,867,322,751,354.00","42,667,170.65",25,25000,10,463119
2/1/2019,"3,456.02",0.12984844,12.5,"80,570.70","5,837,611,396,327.00","42,571,473.90",25,25000,10,473265
2/4/2019,"3,405.70",0.1298679173,12.5,"74,182.27","5,814,661,935,892.00","42,283,653.51",25,25000,10,393160
2/7/2019,"3,664.38",0.1298873975,12.5,"62,289.86","5,814,661,935,892.00","44,265,699.76",25,25000,10,521878
2/10/2019,"3,632.42",0.1299068806,12.5,"75,423.05","5,825,997,201,485.00","44,881,391.03",25,25000,10,441275
2/13/2019,"3,608.20",0.1299263666,12.5,"91,725.62","5,931,793,013,686.00","44,306,824.51",25,25000,8,532149
2/16/2019,"3,910.80",0.1299458556,12.5,"100,988.23","6,037,588,825,886.00","42,190,406.29",25,25000,8,552623
2/19/2019,"3,944.88",0.1299653475,12.5,"112,376.57","6,061,518,831,027.00","44,810,549.23",25,25000,8,506186
2/22/2019,"3,766.89",0.1299848423,12.5,"130,805.19","6,061,518,831,027.00","44,380,092.46",25,25000,8,524085
2/25/2019,"3,833.23",0.13000434,12.5,"131,624.48","6,063,360,285,074.00","42,628,200.63",25,25000,8,392557
2/28/2019,"3,831.44",0.1300238407,12.5,"122,845.98","6,067,786,236,028.00","44,684,496.38",25,25000,8,515962
3/3/2019,"3,872.25",0.1300433442,12.5,"107,344.85","6,071,846,049,921.00","44,628,180.42",25,25000,8,468300
3/6/2019,"3,875.96",0.1300628507,12.5,"119,114.64","6,071,846,049,921.00","43,291,490.96",25,25000,8,551374
3/9/2019,"3,881.09",0.1300823602,12.5,"119,593.47","6,071,846,049,921.00","42,515,348.69",25,25000,8,550986
3/13/2019,"3,885.21",0.1301018725,12.5,"118,294.88","6,070,911,903,932.00","42,034,451.38",25,25000,8,530401
3/16/2019,"3,994.92",0.1301213878,12.5,"114,668.16","6,069,645,686,113.00","43,189,370.05",25,25000,8,578059
3/19/2019,"4,056.40",0.130140906,12.5,"102,267.13","6,068,891,541,677.00","45,511,523.43",25,25000,8,459478
3/22/2019,"4,011.92",0.1301604271,12.5,"97,494.88","6,068,891,541,677.00","47,450,934.94",25,25000,8,626468
3/25/2019,"3,947.74",0.1301799512,12.5,"108,359.57","6,111,752,700,640.00","47,511,942.71",25,25000,8,478034
3/28/2019,"4,115.55",0.1301994782,12.5,"148,855.00","6,244,770,090,526.00","45,660,541.98",25,25000,8,572096
3/31/2019,"4,152.53",0.1302190081,12.5,"207,485.63","6,377,787,480,412.00","45,880,050.98",25,25000,8,578099
4/3/2019,"4,911.24",0.130238541,12.5,"426,378.37","6,379,265,451,411.00","45,891,071.53",25,25000,12,576183
4/6/2019,"5,189.39",0.1302580768,12.5,"533,538.13","6,379,265,451,411.00","45,800,467.24",25,25000,12,563075
4/9/2019,"5,310.18",0.1302776155,12.5,"584,152.09","6,383,238,804,635.00","46,463,226.78",25,25000,12,426630
4/12/2019,"5,064.62",0.1302971571,12.5,"535,532.87","6,389,135,204,260.00","46,415,319.09",25,25000,12,645489
4/15/2019,"5,196.65",0.1303167017,12.5,"444,387.16","6,393,023,717,202.00","45,082,048.60",25,25000,12,460846
4/18/2019,"5,277.04",0.1303362492,12.5,"376,589.10","6,393,023,717,202.00","45,082,048.60",25,25000,12,604307
4/21/2019,"5,377.19",0.1303557996,12.5,"366,910.36","6,393,023,717,202.00","44,582,650.28",25,25000,12,615404
4/24/2019,"5,195.61",0.130375353,12.5,"452,795.26","6,376,553,873,269.00","44,471,034.32",25,25000,12,573048
4/27/2019,"5,301.29",0.1303949093,12.5,"452,395.46","6,359,413,950,033.00","45,158,438.97",25,25000,12,619054
4/30/2019,"5,326.67",0.1304144685,12.5,"383,075.11","6,353,030,562,984.00","46,740,007.61",25,25000,12,551654
5/3/2019,"5,771.08",0.1304340307,12.5,"369,000.24","6,353,030,562,984.00","50,033,463.75",25,25000,17,675925
5/6/2019,"5,755.72",0.1304535958,12.5,"408,955.06","6,431,624,695,932.00","48,827,339.21",25,25000,17,588499
5/9/2019,"6,348.02",0.1304731638,12.5,"541,770.49","6,581,255,833,660.00","47,908,384.97",25,25000,17,657474
5/12/2019,"7,823.11",0.1304927348,12.5,"729,458.68","6,702,169,884,349.00","45,881,810.27",25,25000,17,644200
5/15/2019,"7,885.96",0.1305123087,12.5,"1,106,336.46","6,702,169,884,349.00","49,213,476.99",25,25000,17,644814
5/18/2019,"8,193.70",0.1305318856,12.5,"1,281,723.26","6,702,169,884,349.00","50,117,786.52",25,25000,17,642352
5/21/2019,"7,625.93",0.1305514654,12.5,"1,426,293.18","6,703,103,493,380.00","51,172,297.31",25,25000,17,489569
5/24/2019,"8,071.45",0.1305710481,12.5,"1,331,676.69","6,704,158,977,482.00","52,656,109.68",25,25000,17,631420
5/27/2019,"8,719.88",0.1305906337,12.5,"1,355,360.01","6,704,632,680,587.00","52,231,162.98",25,25000,17,471819
5/30/2019,"8,553.81",0.1306102223,12.5,"1,464,310.26","6,704,632,680,587.00","53,373,868.46",25,25000,20,623398
6/2/2019,"8,134.92",0.1306298139,12.5,"1,542,435.39","6,926,428,042,324.00","53,764,035.53",25,25000,20,731367
6/5/2019,"7,803.23",0.1306494083,12.5,"1,389,204.88","7,250,020,059,447.00","51,549,891.84",25,25000,20,628484
6/8/2019,"7,640.61",0.1306690057,12.5,"1,080,425.44","7,459,680,720,542.00","54,563,917.45",25,25000,20,635532
6/11/2019,"8,173.06",0.1306886061,12.5,"779,368.82","7,459,680,720,542.00","55,994,233.74",25,25000,20,596158
6/14/2019,"8,859.47",0.1307082094,12.5,"802,634.26","7,459,680,720,542.00","53,557,398.59",25,25000,20,768792
6/17/2019,"9,076.18",0.1307278156,12.5,"897,632.28","7,438,429,041,991.00","54,248,595.79",25,25000,20,573175
6/20/2019,"10,209.38",0.1307474248,12.5,"968,550.14","7,416,879,839,940.00","56,304,637.07",25,25000,20,671396
6/23/2019,"11,017.50",0.1307670369,12.5,"1,090,457.07","7,409,399,249,090.00","53,722,574.63",25,25000,20,617685
6/26/2019,"11,132.85",0.130786652,12.5,"1,524,697.47","7,409,399,249,090.00","57,826,747.81",25,25000,20,622449
6/29/2019,"10,737.73",0.13080627,12.5,"1,697,431.08","7,549,976,227,122.00","59,739,282.95",25,25000,20,598394
7/2/2019,"11,984.76",0.1308258909,12.5,"1,524,575.07","7,775,110,785,925.00","59,910,359.25",25,25000,20,437636
7/5/2019,"11,232.04",0.1308455148,12.5,"1,039,958.26","7,934,713,219,631.00","63,617,010.32",25,25000,20,569185
7/8/2019,"12,586.78",0.1308651416,12.5,"818,824.69","7,934,713,219,631.00","65,363,801.56",25,25000,20,488968
7/11/2019,"11,803.97",0.1308847714,12.5,"804,913.33","8,189,310,182,031.00","66,436,142.99",25,25000,20,531460
7/14/2019,"10,873.50",0.1309044041,12.5,"759,494.81","8,673,358,727,828.00","64,282,328.42",25,25000,20,563023
7/17/2019,"10,638.56",0.1309240398,12.5,"628,662.48","9,064,159,826,491.00","65,398,734.03",25,25000,20,521007
7/20/2019,"10,587.41",0.1309436784,12.5,"621,067.64","9,064,159,826,491.00","62,180,292.39",25,25000,20,558918
7/23/2019,"9,772.17",0.1309633199,12.5,"569,337.95","9,064,159,826,491.00","65,527,471.69",25,25000,20,421536
7/26/2019,"9,473.99",0.1309829644,12.5,"474,049.15","9,045,339,189,784.00","66,422,512.07",25,25000,20,545941
7/29/2019,"9,589.13",0.1310026119,12.5,"433,547.15","9,023,750,812,384.00","69,400,228.24",25,25000,20,453016
8/1/2019,"10,529.55",0.1310222623,12.5,"429,253.20","9,013,786,945,892.00","71,948,489.16",25,25000,15,566410
8/4/2019,"11,787.99",0.1310419156,12.5,"438,420.11","9,013,786,945,892.00","72,972,666.94",25,25000,15,533245
8/7/2019,"11,996.41",0.1310615719,12.5,"527,742.66","9,277,787,554,193.00","74,077,368.97",25,25000,15,517545
8/10/2019,"11,566.84",0.1310812311,12.5,"614,252.90","9,694,170,866,551.00","74,566,507.45",25,25000,15,609067
8/13/2019,"10,016.96",0.1311008933,12.5,"637,962.09","9,985,348,008,060.00","73,747,045.07",25,25000,15,393555
8/16/2019,"10,214.52",0.1311205584,12.5,"550,711.29","9,985,348,008,060.00","74,456,151.27",25,25000,15,526015
8/19/2019,"10,760.56",0.1311402265,12.5,"476,990.86","9,989,840,988,215.00","70,938,762.02",25,25000,15,464447
8/22/2019,"10,405.81",0.1311598975,12.5,"448,199.54","10,074,758,313,142.00","72,283,871.86",25,25000,15,595785
8/25/2019,"10,360.28",0.1311795715,12.5,"412,619.81","10,159,675,638,069.00","74,482,723.33",25,25000,15,601748
8/28/2019,"9,484.55",0.1311992485,12.5,"330,843.01","10,183,488,432,890.00","73,547,109.00",25,25000,15,536567
8/31/2019,"9,769.79",0.1312189284,12.5,"302,231.15","10,183,488,432,890.00","76,873,723.57",25,25000,15,564060
9/3/2019,"10,584.16",0.1312386112,12.5,"312,079.11","10,339,287,315,167.00","78,440,212.48",25,25000,12.5,422886
9/6/2019,"10,487.21",0.131258297,12.5,"337,736.67","10,591,505,128,363.00","81,396,021.80",25,25000,12.5,578686
9/9/2019,"10,101.03",0.1312779857,12.5,"344,274.89","10,771,996,663,680.00","84,070,180.80",25,25000,12.5,493311
9/12/2019,"10,363.90",0.1312976774,12.5,"309,107.10","10,771,996,663,680.00","88,889,490.53",25,25000,12.5,596954
9/15/2019,"10,265.63",0.1313173721,12.5,"289,484.47","10,958,429,712,866.00","89,554,384.75",25,25000,12.5,532292
9/18/2019,"10,275.88",0.1313370697,12.5,"295,264.29","11,437,828,982,201.00","89,597,236.25",25,25000,12.5,540376
9/21/2019,"10,033.05",0.1313567702,12.5,"306,000.35","11,890,594,958,796.00","91,702,566.29",25,25000,12.5,525476
9/24/2019,"8,432.23",0.1313764738,12.5,"313,575.14","11,890,594,958,796.00","90,098,193.59",25,25000,12.5,435006
9/27/2019,"8,225.00",0.1313961802,12.5,"286,286.46","11,908,749,186,983.00","91,434,682.17",25,25000,12.5,524494
9/30/2019,"8,322.92",0.1314158897,12.5,"288,090.73","12,281,273,949,389.00","89,341,776.99",25,25000,12.5,452069
10/3/2019,"8,155.48",0.131435602,12.5,"278,423.93","12,653,798,711,795.00","91,433,868.64",25,25000,12.5,533673
10/6/2019,"8,212.02",0.1314553174,12.5,"249,228.08","12,759,819,404,409.00","91,428,958.51",25,25000,12.5,518606
10/9/2019,"8,586.90",0.1314750357,12.5,"212,613.27","12,759,819,404,409.00","96,593,924.45",25,25000,12.5,545843
10/12/2019,"8,283.76",0.1314947569,12.5,"216,696.38","12,811,706,993,675.00","98,269,788.06",25,25000,12.5,515253
10/15/2019,"8,002.51",0.1315144812,12.5,"211,827.85","12,918,109,391,916.00","94,280,759.20",25,25000,12.5,438755
10/18/2019,"7,960.04",0.1315342083,12.5,"191,208.68","13,008,091,666,972.00","93,485,053.29",25,25000,12.5,536888
10/21/2019,"8,026.76",0.1315539385,12.5,"181,166.10","13,008,091,666,972.00","95,055,454.39",25,25000,12.5,472031
10/24/2019,"8,666.79",0.1315736715,12.5,"195,708.11","13,016,808,355,387.00","101,132,725.10",25,25000,12.5,576664
10/27/2019,"9,218.76",0.1315934076,12.5,"292,826.41","13,309,689,086,125.00","99,339,894.80",25,25000,12.5,541512
10/30/2019,"9,147.98",0.1316131466,12.5,"340,433.84","13,602,569,816,863.00","92,695,122.52",25,25000,12.5,511673
11/2/2019,"9,206.16",0.1316328886,12.5,"314,489.76","13,691,480,038,694.00","89,256,768.13",25,25000,12.5,535548
11/4/2019,"9,343.34",0.1316526335,12.5,"345,001.19","13,691,480,038,694.00","90,715,212.05",25,25000,12.5,430853
11/7/2019,"8,809.41",0.1316723814,12.5,"350,468.01","13,688,395,991,801.00","91,861,270.50",25,25000,12.5,525739
11/10/2019,"8,801.52",0.1316921323,12.5,"296,880.03","13,272,049,661,243.00","92,339,819.42",25,25000,12.5,514757
11/13/2019,"8,457.69",0.1317118861,12.5,"256,600.11","12,855,703,330,684.00","90,699,368.89",25,25000,12.5,576620
11/16/2019,"8,175.99",0.1317316429,12.5,"238,582.96","12,720,005,267,391.00","95,931,202.12",25,25000,12.5,543960
11/19/2019,"7,617.07",0.1317514026,12.5,"236,680.46","12,720,005,267,391.00","94,937,564.43",25,25000,12.5,552276
11/22/2019,"6,907.40",0.1317711653,12.5,"228,879.15","12,767,007,420,520.00","90,641,806.33",25,25000,12.5,535061
11/25/2019,"7,523.83",0.131790931,12.5,"231,777.50","12,875,534,863,981.00","90,238,982.02",25,25000,12.5,434939
11/28/2019,"7,557.72",0.1318106996,12.5,"221,134.25","12,973,235,968,800.00","90,747,073.16",27,27000,12.5,521113
12/1/2019,"7,296.77",0.1318304712,12.5,"207,163.42","12,973,235,968,800.00","87,522,557.87",27,27000,12.5,475246
12/4/2019,"7,547.19",0.1318502458,12.5,"188,468.48","12,973,235,968,800.00","95,261,394.56",27,27000,12.5,557300
12/7/2019,"7,337.42",0.1318700234,12.5,"166,701.66","12,943,225,657,666.00","96,880,815.35",27,27000,12.5,479841
12/10/2019,"7,189.16",0.1318898039,12.5,"157,357.08","12,901,913,995,187.00","96,761,138.52",27,27000,12.5,493086
12/13/2019,"7,111.14",0.1319095873,12.5,"155,792.94","12,876,842,089,682.00","92,907,581.85",27,27000,12.5,539658
12/16/2019,"7,284.29",0.1319293738,12.5,"154,370.87","12,876,842,089,682.00","91,170,136.91",27,27000,12.5,544505
12/19/2019,"7,143.20",0.1319491632,12.5,"164,917.04","12,879,127,163,926.00","92,925,415.74",27,27000,12.5,475461
12/22/2019,"7,250.69",0.1319689555,12.5,"151,514.63","12,909,877,734,468.00","99,947,585.94",27,27000,12.5,459065
12/25/2019,"7,243.93",0.1319887509,12.5,"120,908.88","12,940,628,305,010.00","96,857,362.74",27,27000,12.5,558689
12/28/2019,"7,219.60",0.1320085492,12.5,"114,788.29","12,948,593,420,946.00","94,344,814.30",27,27000,12.5,509544
12/31/2019,"6,944.33",0.1320283505,12.5,"101,652.49","12,948,593,420,946.00","97,011,480.59",27,27000,12.5,616194
1/3/2020,"7,351.57",0.1320481547,12.5,"98,758.61","13,203,371,334,245.00","103,031,752.00",27,27000,12.5,562153
1/6/2020,"8,042.65",0.132067962,12.5,"143,982.89","13,567,738,651,346.00","105,477,457.20",27,27000,12.5,532773
1/9/2020,"8,021.49",0.1320877722,12.5,"193,571.30","13,798,783,827,516.00","108,770,686.20",27,27000,12.5,535923
1/12/2020,"8,842.42",0.1321075853,12.5,"199,213.43","13,798,783,827,516.00","105,144,996.70",30,30000,12.5,429535
1/15/2020,"8,900.34",0.1321274015,12.5,"190,470.52","13,941,328,052,944.00","104,842,225.10",30,30000,12.5,573372
1/18/2020,"8,626.47",0.1321472206,12.5,"196,504.89","14,360,292,499,304.00","106,104,409.80",30,30000,12.5,523782
1/21/2020,"8,388.11",0.1321670426,12.5,"173,436.44","14,776,367,535,689.00","110,810,185.50",30,30000,12.5,555771
1/24/2020,"8,588.42",0.1321868677,12.5,"144,829.98","14,776,367,535,689.00","110,600,317.70",30,30000,12.5,599280
1/27/2020,"9,279.81",0.1322066957,12.5,"153,004.52","14,776,367,535,689.00","110,810,185.50",30,30000,12.5,526825
1/30/2020,"9,378.09",0.1322265267,12.5,"174,769.92","15,034,496,389,562.00","111,739,681.00",30,30000,12.5,608036
2/2/2020,"9,162.14",0.1322463607,12.5,"190,063.72","15,330,095,560,934.00","111,681,439.20",30,30000,14,474183
2/5/2020,"9,807.54",0.1322661977,12.5,"223,360.13","15,466,098,935,555.00","113,456,448.40",30,30000,14,580124
2/8/2020,"9,854.79",0.1322860376,12.5,"247,628.78","15,466,098,935,555.00","109,282,832.60",30,30000,14,525819
2/11/2020,"10,242.43",0.1323058805,12.5,"300,939.12","15,473,961,223,033.00","109,340,676.40",30,30000,14,566484
2/14/2020,"9,937.67",0.1323257264,12.5,"316,992.05","15,508,524,150,165.00","107,932,589.70",30,30000,14,611266
2/17/2020,"9,604.72",0.1323455753,12.5,"295,487.31","15,543,087,077,297.00","111,150,618.90",30,30000,14,608032
2/20/2020,"9,669.63",0.1323654271,12.5,"250,759.92","15,546,745,765,529.00","109,631,870.50",30,30000,14,603996
2/23/2020,"9,309.15",0.1323852819,12.5,"231,750.85","15,546,745,765,529.00","112,391,988.10",30,30000,14,501571
2/26/2020,"8,712.35",0.1324051397,12.5,"219,423.12","15,532,856,118,599.00","109,315,034.30",30,30000,14,528053
2/29/2020,"8,912.82",0.1324250005,12.5,"208,340.24","15,507,213,693,498.00","110,892,855.20",30,30000,14,413935
3/3/2020,"9,067.39",0.1324448642,12.5,"195,446.40","15,486,913,440,293.00","116,468,614.70",33.85,33850,19,476482
3/6/2020,"8,039.38",0.1324647309,12.5,"201,103.22","15,486,913,440,293.00","121,307,726.20",33.85,33850,19,469859
3/10/2020,"7,936.65",0.1324846007,12.5,"203,933.79","15,571,179,034,336.00","121,936,056.00",33.85,33850,19,528586
3/13/2020,"5,166.26",0.1325044733,12.5,"273,509.38","16,028,040,688,783.00","116,070,927.60",33.85,33850,19,529197
3/16/2020,"5,357.61",0.132524349,12.5,"318,555.39","16,484,902,343,230.00","108,109,035.40",33.85,33850,19,535787
3/19/2020,"6,226.44",0.1325442277,12.5,"341,135.56","16,552,923,967,337.00","101,680,788.70",33.85,33850,19,569905
3/22/2020,"6,502.16",0.1325641093,12.5,"337,806.64","16,552,923,967,337.00","94,157,585.88",33.85,33850,19,452282
3/25/2020,"6,763.75",0.1325839939,12.5,"328,243.03","16,552,923,967,337.00","95,333,086.33",33.85,33850,19,554336
