ds,y
9/17/2014,457.33
9/18/2014,424.44
9/19/2014,394.80
9/20/2014,408.90
9/21/2014,398.82
9/22/2014,402.15
9/23/2014,435.79
9/24/2014,423.20
9/25/2014,411.57
9/26/2014,404.42
9/27/2014,399.52
9/28/2014,377.18
9/29/2014,375.47
9/30/2014,386.94
10/1/2014,383.61
10/2/2014,375.07
10/3/2014,359.51
10/4/2014,328.87
10/5/2014,320.51
10/6/2014,330.08
10/7/2014,336.19
10/8/2014,352.94
10/9/2014,365.03
10/10/2014,361.56
10/11/2014,362.30
10/12/2014,378.55
10/13/2014,390.41
10/14/2014,400.87
10/15/2014,394.77
10/16/2014,382.56
10/17/2014,383.76
10/18/2014,391.44
10/19/2014,389.55
10/20/2014,382.85
10/21/2014,386.48
10/22/2014,383.16
10/23/2014,358.42
10/24/2014,358.35
10/25/2014,347.27
10/26/2014,354.70
10/27/2014,352.99
10/28/2014,357.62
10/29/2014,335.59
10/30/2014,345.30
10/31/2014,338.32
11/1/2014,325.75
11/2/2014,325.89
11/3/2014,327.55
11/4/2014,330.49
11/5/2014,339.49
11/6/2014,349.29
11/7/2014,342.42
11/8/2014,345.49
11/9/2014,363.26
11/10/2014,366.92
11/11/2014,367.70
11/12/2014,423.56
11/13/2014,420.73
11/14/2014,397.82
11/15/2014,376.13
11/16/2014,387.88
11/17/2014,387.41
11/18/2014,375.20
11/19/2014,380.55
11/20/2014,357.84
11/21/2014,350.85
11/22/2014,352.92
11/23/2014,367.57
11/24/2014,376.90
11/25/2014,375.35
11/26/2014,368.37
11/27/2014,369.67
11/28/2014,376.45
11/29/2014,375.49
11/30/2014,378.05
12/1/2014,379.24
12/2/2014,381.32
12/3/2014,375.01
12/4/2014,369.60
12/5/2014,376.85
12/6/2014,374.79
12/7/2014,375.10
12/8/2014,361.91
12/9/2014,352.22
12/10/2014,346.36
12/11/2014,350.51
12/12/2014,352.54
12/13/2014,347.38
12/14/2014,351.63
12/15/2014,345.35
12/16/2014,327.06
12/17/2014,319.78
12/18/2014,311.40
12/19/2014,317.84
12/20/2014,329.96
12/21/2014,320.84
12/22/2014,331.89
12/23/2014,334.57
12/24/2014,322.53
12/25/2014,319.01
12/26/2014,327.92
12/27/2014,315.86
12/28/2014,317.24
12/29/2014,312.67
12/30/2014,310.74
12/31/2014,320.19
1/1/2015,314.25
1/2/2015,315.03
1/3/2015,281.08
1/4/2015,264.20
1/5/2015,274.47
1/6/2015,286.19
1/7/2015,294.34
1/8/2015,283.35
1/9/2015,290.41
1/10/2015,274.80
1/11/2015,265.66
1/12/2015,267.80
1/13/2015,225.86
1/14/2015,178.10
1/15/2015,209.84
1/16/2015,208.10
1/17/2015,199.26
1/18/2015,210.34
1/19/2015,214.86
1/20/2015,211.32
1/21/2015,226.90
1/22/2015,233.41
1/23/2015,232.88
1/24/2015,247.85
1/25/2015,253.72
1/26/2015,273.47
1/27/2015,263.48
1/28/2015,233.91
1/29/2015,233.51
1/30/2015,226.43
1/31/2015,217.46
2/1/2015,226.97
2/2/2015,238.23
2/3/2015,227.27
2/4/2015,226.85
2/5/2015,217.11
2/6/2015,222.27
2/7/2015,227.75
2/8/2015,223.41
2/9/2015,220.11
2/10/2015,219.84
2/11/2015,219.18
2/12/2015,221.76
2/13/2015,235.43
2/14/2015,257.32
2/15/2015,234.82
2/16/2015,233.84
2/17/2015,243.61
2/18/2015,236.33
2/19/2015,240.28
2/20/2015,243.78
2/21/2015,244.53
2/22/2015,235.98
2/23/2015,238.89
2/24/2015,238.74
2/25/2015,237.47
2/26/2015,236.43
2/27/2015,253.83
2/28/2015,254.26
3/1/2015,260.20
3/2/2015,275.67
3/3/2015,281.70
3/4/2015,273.09
3/5/2015,276.18
3/6/2015,272.72
3/7/2015,276.26
3/8/2015,274.35
3/9/2015,289.61
3/10/2015,291.76
3/11/2015,296.38
3/12/2015,294.35
3/13/2015,285.34
3/14/2015,281.89
3/15/2015,286.39
3/16/2015,290.59
3/17/2015,285.51
3/18/2015,256.30
3/19/2015,260.93
3/20/2015,261.75
3/21/2015,260.02
3/22/2015,267.96
3/23/2015,266.74
3/24/2015,245.60
3/25/2015,246.20
3/26/2015,248.53
3/27/2015,247.03
3/28/2015,252.80
3/29/2015,242.71
3/30/2015,247.53
3/31/2015,244.22
4/1/2015,247.27
4/2/2015,253.01
4/3/2015,254.32
4/4/2015,253.70
4/5/2015,260.60
4/6/2015,255.49
4/7/2015,253.18
4/8/2015,245.02
4/9/2015,243.68
4/10/2015,236.07
4/11/2015,236.55
4/12/2015,236.15
4/13/2015,224.59
4/14/2015,219.16
4/15/2015,223.83
4/16/2015,228.57
4/17/2015,222.88
4/18/2015,223.36
4/19/2015,222.60
4/20/2015,224.63
4/21/2015,235.27
4/22/2015,234.18
4/23/2015,236.46
4/24/2015,231.27
4/25/2015,226.39
4/26/2015,219.43
4/27/2015,229.29
4/28/2015,225.85
4/29/2015,225.81
4/30/2015,236.15
5/1/2015,232.08
5/2/2015,234.93
5/3/2015,240.36
5/4/2015,239.02
5/5/2015,236.12
5/6/2015,229.78
5/7/2015,237.33
5/8/2015,243.86
5/9/2015,241.83
5/10/2015,240.30
5/11/2015,242.16
5/12/2015,241.11
5/13/2015,236.38
5/14/2015,236.93
5/15/2015,237.60
5/16/2015,236.15
5/17/2015,236.80
5/18/2015,233.13
5/19/2015,231.95
5/20/2015,234.02
5/21/2015,235.34
5/22/2015,240.35
5/23/2015,238.87
5/24/2015,240.95
5/25/2015,237.11
5/26/2015,237.12
5/27/2015,237.28
5/28/2015,237.41
5/29/2015,237.10
5/30/2015,233.35
5/31/2015,230.19
6/1/2015,222.93
6/2/2015,225.80
6/3/2015,225.87
6/4/2015,224.32
6/5/2015,224.95
6/6/2015,225.62
6/7/2015,222.88
6/8/2015,228.49
6/9/2015,229.05
6/10/2015,228.80
6/11/2015,229.71
6/12/2015,229.98
6/13/2015,232.40
6/14/2015,233.54
6/15/2015,236.82
6/16/2015,250.90
6/17/2015,249.28
6/18/2015,249.01
6/19/2015,244.61
6/20/2015,245.21
6/21/2015,243.94
6/22/2015,246.99
6/23/2015,244.30
6/24/2015,240.51
6/25/2015,242.80
6/26/2015,243.59
6/27/2015,250.99
6/28/2015,249.01
6/29/2015,257.06
6/30/2015,263.07
7/1/2015,258.62
7/2/2015,255.41
7/3/2015,256.34
7/4/2015,260.89
7/5/2015,271.91
7/6/2015,269.03
7/7/2015,266.21
7/8/2015,270.79
7/9/2015,269.23
7/10/2015,284.89
7/11/2015,293.11
7/12/2015,310.87
7/13/2015,292.05
7/14/2015,287.46
7/15/2015,285.83
7/16/2015,278.09
7/17/2015,279.47
7/18/2015,274.90
7/19/2015,273.61
7/20/2015,278.98
7/21/2015,275.83
7/22/2015,277.22
7/23/2015,276.05
7/24/2015,288.28
7/25/2015,288.70
7/26/2015,292.69
7/27/2015,293.62
7/28/2015,294.43
7/29/2015,289.59
7/30/2015,287.72
7/31/2015,284.65
8/1/2015,281.60
8/2/2015,282.61
8/3/2015,281.23
8/4/2015,285.22
8/5/2015,281.88
8/6/2015,278.58
8/7/2015,279.58
8/8/2015,261.00
8/9/2015,265.08
8/10/2015,264.47
8/11/2015,270.39
8/12/2015,266.38
8/13/2015,264.08
8/14/2015,265.68
8/15/2015,261.55
8/16/2015,258.51
8/17/2015,257.98
8/18/2015,211.08
8/19/2015,226.68
8/20/2015,235.35
8/21/2015,232.57
8/22/2015,230.39
8/23/2015,228.17
8/24/2015,210.49
8/25/2015,221.61
8/26/2015,225.83
8/27/2015,224.77
8/28/2015,231.40
8/29/2015,229.78
8/30/2015,228.76
8/31/2015,230.06
9/1/2015,228.12
9/2/2015,229.28
9/3/2015,227.18
9/4/2015,230.30
9/5/2015,235.02
9/6/2015,239.84
9/7/2015,239.85
9/8/2015,243.61
9/9/2015,238.17
9/10/2015,238.48
9/11/2015,240.11
9/12/2015,235.23
9/13/2015,230.51
9/14/2015,230.64
9/15/2015,230.30
9/16/2015,229.09
9/17/2015,229.81
9/18/2015,232.98
9/19/2015,231.49
9/20/2015,231.21
9/21/2015,227.09
9/22/2015,230.62
9/23/2015,230.28
9/24/2015,234.53
9/25/2015,235.14
9/26/2015,234.34
9/27/2015,232.76
9/28/2015,239.14
9/29/2015,236.69
9/30/2015,236.06
10/1/2015,237.55
10/2/2015,237.29
10/3/2015,238.73
10/4/2015,238.26
10/5/2015,240.38
10/6/2015,246.06
10/7/2015,242.97
10/8/2015,242.30
10/9/2015,243.93
10/10/2015,244.94
10/11/2015,247.05
10/12/2015,245.31
10/13/2015,249.51
10/14/2015,251.99
10/15/2015,254.32
10/16/2015,262.87
10/17/2015,270.64
10/18/2015,261.64
10/19/2015,263.44
10/20/2015,269.46
10/21/2015,266.27
10/22/2015,274.02
10/23/2015,276.50
10/24/2015,281.65
10/25/2015,283.68
10/26/2015,285.30
10/27/2015,293.79
10/28/2015,304.62
10/29/2015,313.86
10/30/2015,328.02
10/31/2015,314.17
11/1/2015,325.43
11/2/2015,361.19
11/3/2015,403.42
11/4/2015,411.56
11/5/2015,386.35
11/6/2015,374.47
11/7/2015,386.48
11/8/2015,373.37
11/9/2015,380.26
11/10/2015,336.82
11/11/2015,311.08
11/12/2015,338.15
11/13/2015,336.75
11/14/2015,332.91
11/15/2015,320.17
11/16/2015,330.75
11/17/2015,335.09
11/18/2015,334.59
11/19/2015,326.15
11/20/2015,322.02
11/21/2015,326.93
11/22/2015,324.54
11/23/2015,323.05
11/24/2015,320.05
11/25/2015,328.21
11/26/2015,352.68
11/27/2015,358.04
11/28/2015,357.38
11/29/2015,371.29
11/30/2015,377.32
12/1/2015,362.49
12/2/2015,359.19
12/3/2015,361.05
12/4/2015,363.18
12/5/2015,388.95
12/6/2015,388.78
12/7/2015,395.54
12/8/2015,415.56
12/9/2015,417.56
12/10/2015,415.48
12/11/2015,451.94
12/12/2015,435.00
12/13/2015,433.76
12/14/2015,444.18
12/15/2015,465.32
12/16/2015,454.93
12/17/2015,456.08
12/18/2015,463.62
12/19/2015,462.32
12/20/2015,442.68
12/21/2015,438.64
12/22/2015,436.57
12/23/2015,442.40
12/24/2015,454.98
12/25/2015,455.65
12/26/2015,417.27
12/27/2015,422.82
12/28/2015,422.28
12/29/2015,432.98
12/30/2015,426.62
12/31/2015,430.57
1/1/2016,434.33
1/2/2016,433.44
1/3/2016,430.01
1/4/2016,433.09
1/5/2016,431.96
1/6/2016,429.11
1/7/2016,458.05
1/8/2016,453.23
1/9/2016,447.61
1/10/2016,447.99
1/11/2016,448.43
1/12/2016,435.69
1/13/2016,432.37
1/14/2016,430.31
1/15/2016,364.33
1/16/2016,387.54
1/17/2016,382.30
1/18/2016,387.17
1/19/2016,380.15
1/20/2016,420.23
1/21/2016,410.26
1/22/2016,382.49
1/23/2016,387.49
1/24/2016,402.97
1/25/2016,391.73
1/26/2016,392.15
1/27/2016,394.97
1/28/2016,380.29
1/29/2016,379.47
1/30/2016,378.26
1/31/2016,368.77
2/1/2016,373.06
2/2/2016,374.45
2/3/2016,369.95
2/4/2016,389.59
2/5/2016,386.55
2/6/2016,376.52
2/7/2016,376.62
2/8/2016,373.45
2/9/2016,376.03
2/10/2016,381.65
2/11/2016,379.65
2/12/2016,384.26
2/13/2016,391.86
2/14/2016,407.23
2/15/2016,400.18
2/16/2016,407.49
2/17/2016,416.32
2/18/2016,422.37
2/19/2016,420.79
2/20/2016,437.16
2/21/2016,438.80
2/22/2016,437.75
2/23/2016,420.74
2/24/2016,424.95
2/25/2016,424.54
2/26/2016,432.15
2/27/2016,432.52
2/28/2016,433.50
2/29/2016,437.70
3/1/2016,435.12
3/2/2016,423.99
3/3/2016,421.65
3/4/2016,410.94
3/5/2016,400.57
3/6/2016,407.71
3/7/2016,414.32
3/8/2016,413.97
3/9/2016,414.86
3/10/2016,417.13
3/11/2016,421.69
3/12/2016,411.62
3/13/2016,414.07
3/14/2016,416.44
3/15/2016,416.83
3/16/2016,417.01
3/17/2016,420.62
3/18/2016,409.55
3/19/2016,410.44
3/20/2016,413.76
3/21/2016,413.31
3/22/2016,418.09
3/23/2016,418.04
3/24/2016,416.39
3/25/2016,417.18
3/26/2016,417.95
3/27/2016,426.77
3/28/2016,424.23
3/29/2016,416.52
3/30/2016,414.82
3/31/2016,416.73
4/1/2016,417.96
4/2/2016,420.87
4/3/2016,420.90
4/4/2016,421.44
4/5/2016,424.03
4/6/2016,423.41
4/7/2016,422.74
4/8/2016,420.35
4/9/2016,419.41
4/10/2016,421.56
4/11/2016,422.48
4/12/2016,425.19
4/13/2016,423.73
4/14/2016,424.28
4/15/2016,429.71
4/16/2016,430.57
4/17/2016,427.40
4/18/2016,428.59
4/19/2016,435.51
4/20/2016,441.39
4/21/2016,449.42
4/22/2016,445.74
4/23/2016,450.28
4/24/2016,458.55
4/25/2016,461.43
4/26/2016,466.09
4/27/2016,444.69
4/28/2016,449.01
4/29/2016,455.10
4/30/2016,448.32
5/1/2016,451.88
5/2/2016,444.67
5/3/2016,450.30
5/4/2016,446.72
5/5/2016,447.98
5/6/2016,459.60
5/7/2016,458.54
5/8/2016,458.55
5/9/2016,460.48
5/10/2016,450.89
5/11/2016,452.73
5/12/2016,454.77
5/13/2016,455.67
5/14/2016,455.67
5/15/2016,457.57
5/16/2016,454.16
5/17/2016,453.78
5/18/2016,454.62
5/19/2016,438.71
5/20/2016,442.68
5/21/2016,443.19
5/22/2016,439.32
5/23/2016,444.15
5/24/2016,445.98
5/25/2016,449.60
5/26/2016,453.38
5/27/2016,473.46
5/28/2016,530.04
5/29/2016,526.23
5/30/2016,533.86
5/31/2016,531.39
6/1/2016,536.92
6/2/2016,537.97
6/3/2016,569.19
6/4/2016,572.73
6/5/2016,574.98
6/6/2016,585.54
6/7/2016,576.60
6/8/2016,581.65
6/9/2016,574.63
6/10/2016,577.47
6/11/2016,606.73
6/12/2016,672.78
6/13/2016,704.38
6/14/2016,685.56
6/15/2016,694.47
6/16/2016,766.31
6/17/2016,748.91
6/18/2016,756.23
6/19/2016,763.78
6/20/2016,737.23
6/21/2016,666.65
6/22/2016,596.12
6/23/2016,623.98
6/24/2016,665.30
6/25/2016,665.12
6/26/2016,629.37
6/27/2016,655.28
6/28/2016,647.00
6/29/2016,639.89
6/30/2016,673.34
7/1/2016,676.30
7/2/2016,703.70
7/3/2016,658.66
7/4/2016,683.66
7/5/2016,670.63
7/6/2016,677.33
7/7/2016,640.56
7/8/2016,666.52
7/9/2016,650.96
7/10/2016,649.36
7/11/2016,647.66
7/12/2016,664.55
7/13/2016,654.47
7/14/2016,658.08
7/15/2016,663.26
7/16/2016,660.77
7/17/2016,679.46
7/18/2016,673.11
7/19/2016,672.86
7/20/2016,665.68
7/21/2016,665.01
7/22/2016,650.62
7/23/2016,655.56
7/24/2016,661.28
7/25/2016,654.10
7/26/2016,651.78
7/27/2016,654.35
7/28/2016,655.03
7/29/2016,656.99
7/30/2016,655.05
7/31/2016,624.68
8/1/2016,606.27
8/2/2016,547.47
8/3/2016,566.35
8/4/2016,578.29
8/5/2016,575.04
8/6/2016,587.78
8/7/2016,592.69
8/8/2016,591.05
8/9/2016,587.80
8/10/2016,592.10
8/11/2016,589.12
8/12/2016,587.56
8/13/2016,585.59
8/14/2016,570.47
8/15/2016,567.24
8/16/2016,577.44
8/17/2016,573.22
8/18/2016,574.32
8/19/2016,575.63
8/20/2016,581.70
8/21/2016,581.31
8/22/2016,586.75
8/23/2016,583.41
8/24/2016,580.18
8/25/2016,577.76
8/26/2016,579.65
8/27/2016,569.95
8/28/2016,573.91
8/29/2016,574.11
8/30/2016,577.50
8/31/2016,575.47
9/1/2016,572.30
9/2/2016,575.54
9/3/2016,598.21
9/4/2016,608.63
9/5/2016,606.59
9/6/2016,610.44
9/7/2016,614.54
9/8/2016,626.32
9/9/2016,622.86
9/10/2016,623.51
9/11/2016,606.72
9/12/2016,608.24
9/13/2016,609.24
9/14/2016,610.68
9/15/2016,607.16
9/16/2016,606.97
9/17/2016,605.98
9/18/2016,609.87
9/19/2016,609.23
9/20/2016,608.31
9/21/2016,597.15
9/22/2016,596.30
9/23/2016,602.84
9/24/2016,602.63
9/25/2016,600.83
9/26/2016,608.04
9/27/2016,606.17
9/28/2016,604.73
9/29/2016,605.69
9/30/2016,609.73
10/1/2016,613.98
10/2/2016,610.89
10/3/2016,612.13
10/4/2016,610.20
10/5/2016,612.51
10/6/2016,613.02
10/7/2016,617.12
10/8/2016,619.11
10/9/2016,616.75
10/10/2016,618.99
10/11/2016,641.07
10/12/2016,636.19
10/13/2016,636.79
10/14/2016,640.38
10/15/2016,638.65
10/16/2016,641.63
10/17/2016,639.19
10/18/2016,637.96
10/19/2016,630.52
10/20/2016,630.86
10/21/2016,632.83
10/22/2016,657.29
10/23/2016,657.07
10/24/2016,653.76
10/25/2016,657.59
10/26/2016,678.30
10/27/2016,688.31
10/28/2016,689.65
10/29/2016,714.48
10/30/2016,701.86
10/31/2016,700.97
11/1/2016,729.79
11/2/2016,740.83
11/3/2016,688.70
11/4/2016,703.23
11/5/2016,703.42
11/6/2016,711.52
11/7/2016,703.13
11/8/2016,709.85
11/9/2016,723.27
11/10/2016,715.53
11/11/2016,716.41
11/12/2016,705.05
11/13/2016,702.03
11/14/2016,705.02
11/15/2016,711.62
11/16/2016,744.20
11/17/2016,740.98
11/18/2016,751.59
11/19/2016,751.62
11/20/2016,731.03
11/21/2016,739.25
11/22/2016,751.35
11/23/2016,744.59
11/24/2016,740.29
11/25/2016,741.65
11/26/2016,735.38
11/27/2016,732.03
11/28/2016,735.81
11/29/2016,735.60
11/30/2016,745.69
12/1/2016,756.77
12/2/2016,777.94
12/3/2016,771.16
12/4/2016,773.87
12/5/2016,758.70
12/6/2016,764.22
12/7/2016,768.13
12/8/2016,770.81
12/9/2016,772.79
12/10/2016,774.65
12/11/2016,769.73
12/12/2016,780.09
12/13/2016,780.56
12/14/2016,781.48
12/15/2016,778.09
12/16/2016,784.91
12/17/2016,790.83
12/18/2016,790.53
12/19/2016,792.71
12/20/2016,800.88
12/21/2016,834.28
12/22/2016,864.54
12/23/2016,921.98
12/24/2016,898.82
12/25/2016,896.18
12/26/2016,907.61
12/27/2016,933.20
12/28/2016,975.92
12/29/2016,973.50
12/30/2016,961.24
12/31/2016,963.74
1/1/2017,998.33
1/2/2017,"1,021.75"
1/3/2017,"1,043.84"
1/4/2017,"1,154.73"
1/5/2017,"1,013.38"
1/6/2017,902.20
1/7/2017,908.59
1/8/2017,911.20
1/9/2017,902.83
1/10/2017,907.68
1/11/2017,777.76
1/12/2017,804.83
1/13/2017,823.98
1/14/2017,818.41
1/15/2017,821.80
1/16/2017,831.53
1/17/2017,907.94
1/18/2017,886.62
1/19/2017,899.07
1/20/2017,895.03
1/21/2017,921.79
1/22/2017,924.67
1/23/2017,921.01
1/24/2017,892.69
1/25/2017,901.54
1/26/2017,917.59
1/27/2017,919.75
1/28/2017,921.59
1/29/2017,919.50
1/30/2017,920.38
1/31/2017,970.40
2/1/2017,989.02
2/2/2017,"1,011.80"
2/3/2017,"1,029.91"
2/4/2017,"1,042.90"
2/5/2017,"1,027.34"
2/6/2017,"1,038.15"
2/7/2017,"1,061.35"
2/8/2017,"1,063.07"
2/9/2017,994.38
2/10/2017,988.67
2/11/2017,"1,004.45"
2/12/2017,999.18
2/13/2017,990.64
2/14/2017,"1,004.55"
2/15/2017,"1,007.48"
2/16/2017,"1,027.44"
2/17/2017,"1,046.21"
2/18/2017,"1,054.42"
2/19/2017,"1,047.87"
2/20/2017,"1,079.98"
2/21/2017,"1,115.30"
2/22/2017,"1,117.44"
2/23/2017,"1,166.72"
2/24/2017,"1,173.68"
2/25/2017,"1,143.84"
2/26/2017,"1,165.20"
2/27/2017,"1,179.97"
2/28/2017,"1,179.97"
3/1/2017,"1,222.50"
3/2/2017,"1,251.01"
3/3/2017,"1,274.99"
3/4/2017,"1,255.15"
3/5/2017,"1,267.12"
3/6/2017,"1,272.83"
3/7/2017,"1,223.54"
3/8/2017,"1,150.00"
3/9/2017,"1,188.49"
3/10/2017,"1,116.72"
3/11/2017,"1,175.83"
3/12/2017,"1,221.38"
3/13/2017,"1,231.92"
3/14/2017,"1,240.00"
3/15/2017,"1,249.61"
3/16/2017,"1,187.81"
3/17/2017,"1,100.23"
3/18/2017,973.82
3/19/2017,"1,036.74"
3/20/2017,"1,054.23"
3/21/2017,"1,120.54"
3/22/2017,"1,049.14"
3/23/2017,"1,038.59"
3/24/2017,937.52
3/25/2017,972.78
3/26/2017,966.72
3/27/2017,"1,045.77"
3/28/2017,"1,047.15"
3/29/2017,"1,039.97"
3/30/2017,"1,026.43"
3/31/2017,"1,071.79"
4/1/2017,"1,080.50"
4/2/2017,"1,102.17"
4/3/2017,"1,143.81"
4/4/2017,"1,133.25"
4/5/2017,"1,124.78"
4/6/2017,"1,182.68"
4/7/2017,"1,176.90"
4/8/2017,"1,175.95"
4/9/2017,"1,187.87"
4/10/2017,"1,187.13"
4/11/2017,"1,205.01"
4/12/2017,"1,200.37"
4/13/2017,"1,169.28"
4/14/2017,"1,167.54"
4/15/2017,"1,172.52"
4/16/2017,"1,182.94"
4/17/2017,"1,193.91"
4/18/2017,"1,211.67"
4/19/2017,"1,210.29"
4/20/2017,"1,229.08"
4/21/2017,"1,222.05"
4/22/2017,"1,231.71"
4/23/2017,"1,207.21"
4/24/2017,"1,250.15"
4/25/2017,"1,265.49"
4/26/2017,"1,281.08"
4/27/2017,"1,317.73"
4/28/2017,"1,316.48"
4/29/2017,"1,321.79"
4/30/2017,"1,347.89"
5/1/2017,"1,421.60"
5/2/2017,"1,452.82"
5/3/2017,"1,490.09"
5/4/2017,"1,537.67"
5/5/2017,"1,555.45"
5/6/2017,"1,578.80"
5/7/2017,"1,596.71"
5/8/2017,"1,723.35"
5/9/2017,"1,755.36"
5/10/2017,"1,787.13"
5/11/2017,"1,848.57"
5/12/2017,"1,724.24"
5/13/2017,"1,804.91"
5/14/2017,"1,808.91"
5/15/2017,"1,738.43"
5/16/2017,"1,734.45"
5/17/2017,"1,839.09"
5/18/2017,"1,888.65"
5/19/2017,"1,987.71"
5/20/2017,"2,084.73"
5/21/2017,"2,041.20"
5/22/2017,"2,173.40"
5/23/2017,"2,320.42"
5/24/2017,"2,443.64"
5/25/2017,"2,304.98"
5/26/2017,"2,202.42"
5/27/2017,"2,038.87"
5/28/2017,"2,155.80"
5/29/2017,"2,255.61"
5/30/2017,"2,175.47"
5/31/2017,"2,286.41"
6/1/2017,"2,407.88"
6/2/2017,"2,488.55"
6/3/2017,"2,515.35"
6/4/2017,"2,511.81"
6/5/2017,"2,686.81"
6/6/2017,"2,863.20"
6/7/2017,"2,732.16"
6/8/2017,"2,805.62"
6/9/2017,"2,823.81"
6/10/2017,"2,947.71"
6/11/2017,"2,958.11"
6/12/2017,"2,659.63"
6/13/2017,"2,717.02"
6/14/2017,"2,506.37"
6/15/2017,"2,464.58"
6/16/2017,"2,518.56"
6/17/2017,"2,655.88"
6/18/2017,"2,548.29"
6/19/2017,"2,589.60"
6/20/2017,"2,721.79"
6/21/2017,"2,689.10"
6/22/2017,"2,705.41"
6/23/2017,"2,744.91"
6/24/2017,"2,608.72"
6/25/2017,"2,589.41"
6/26/2017,"2,478.45"
6/27/2017,"2,552.45"
6/28/2017,"2,574.79"
6/29/2017,"2,539.32"
6/30/2017,"2,480.84"
7/1/2017,"2,434.55"
7/2/2017,"2,506.47"
7/3/2017,"2,564.06"
7/4/2017,"2,601.64"
7/5/2017,"2,601.99"
7/6/2017,"2,608.56"
7/7/2017,"2,518.66"
7/8/2017,"2,571.34"
7/9/2017,"2,518.44"
7/10/2017,"2,372.56"
7/11/2017,"2,337.79"
7/12/2017,"2,398.84"
7/13/2017,"2,357.90"
7/14/2017,"2,233.34"
7/15/2017,"1,998.86"
7/16/2017,"1,929.82"
7/17/2017,"2,228.41"
7/18/2017,"2,318.88"
7/19/2017,"2,273.43"
7/20/2017,"2,817.60"
7/21/2017,"2,667.76"
7/22/2017,"2,810.12"
7/23/2017,"2,730.40"
7/24/2017,"2,754.86"
7/25/2017,"2,576.48"
7/26/2017,"2,529.45"
7/27/2017,"2,671.78"
7/28/2017,"2,809.01"
7/29/2017,"2,726.45"
7/30/2017,"2,757.18"
7/31/2017,"2,875.34"
8/1/2017,"2,718.26"
8/2/2017,"2,710.67"
8/3/2017,"2,804.73"
8/4/2017,"2,895.89"
8/5/2017,"3,252.91"
8/6/2017,"3,213.94"
8/7/2017,"3,378.94"
8/8/2017,"3,419.94"
8/9/2017,"3,342.47"
8/10/2017,"3,381.28"
8/11/2017,"3,650.62"
8/12/2017,"3,884.71"
8/13/2017,"4,073.26"
8/14/2017,"4,325.13"
8/15/2017,"4,181.93"
8/16/2017,"4,376.63"
8/17/2017,"4,331.69"
8/18/2017,"4,160.62"
8/19/2017,"4,193.70"
8/20/2017,"4,087.66"
8/21/2017,"4,001.74"
8/22/2017,"4,100.52"
8/23/2017,"4,151.52"
8/24/2017,"4,334.68"
8/25/2017,"4,371.60"
8/26/2017,"4,352.40"
8/27/2017,"4,382.88"
8/28/2017,"4,382.66"
8/29/2017,"4,579.02"
8/30/2017,"4,565.30"
8/31/2017,"4,703.39"
9/1/2017,"4,892.01"
9/2/2017,"4,578.77"
9/3/2017,"4,582.96"
9/4/2017,"4,236.31"
9/5/2017,"4,376.53"
9/6/2017,"4,597.12"
9/7/2017,"4,599.88"
9/8/2017,"4,228.75"
9/9/2017,"4,226.06"
9/10/2017,"4,122.94"
9/11/2017,"4,161.27"
9/12/2017,"4,130.81"
9/13/2017,"3,882.59"
9/14/2017,"3,154.95"
9/15/2017,"3,637.52"
9/16/2017,"3,625.04"
9/17/2017,"3,582.88"
9/18/2017,"4,065.20"
9/19/2017,"3,924.97"
9/20/2017,"3,905.95"
9/21/2017,"3,631.04"
9/22/2017,"3,630.70"
9/23/2017,"3,792.40"
9/24/2017,"3,682.84"
9/25/2017,"3,926.07"
9/26/2017,"3,892.35"
9/27/2017,"4,200.67"
9/28/2017,"4,174.73"
9/29/2017,"4,163.07"
9/30/2017,"4,338.71"
10/1/2017,"4,403.74"
10/2/2017,"4,409.32"
10/3/2017,"4,317.48"
10/4/2017,"4,229.36"
10/5/2017,"4,328.41"
10/6/2017,"4,370.81"
10/7/2017,"4,426.89"
10/8/2017,"4,610.48"
10/9/2017,"4,772.02"
10/10/2017,"4,781.99"
10/11/2017,"4,826.48"
10/12/2017,"5,446.91"
10/13/2017,"5,647.21"
10/14/2017,"5,831.79"
10/15/2017,"5,678.19"
10/16/2017,"5,725.59"
10/17/2017,"5,605.51"
10/18/2017,"5,590.69"
10/19/2017,"5,708.52"
10/20/2017,"6,011.45"
10/21/2017,"6,031.60"
10/22/2017,"6,008.42"
10/23/2017,"5,930.32"
10/24/2017,"5,526.64"
10/25/2017,"5,750.80"
10/26/2017,"5,904.83"
10/27/2017,"5,780.90"
10/28/2017,"5,753.09"
10/29/2017,"6,153.85"
10/30/2017,"6,130.53"
10/31/2017,"6,468.40"
11/1/2017,"6,767.31"
11/2/2017,"7,078.50"
11/3/2017,"7,207.76"
11/4/2017,"7,379.95"
11/5/2017,"7,407.41"
11/6/2017,"7,022.76"
11/7/2017,"7,144.38"
11/8/2017,"7,459.69"
11/9/2017,"7,143.58"
11/10/2017,"6,618.14"
11/11/2017,"6,357.60"
11/12/2017,"5,950.07"
11/13/2017,"6,559.49"
11/14/2017,"6,635.75"
11/15/2017,"7,315.54"
11/16/2017,"7,871.69"
11/17/2017,"7,708.99"
11/18/2017,"7,790.15"
11/19/2017,"8,036.49"
11/20/2017,"8,200.64"
11/21/2017,"8,071.26"
11/22/2017,"8,253.55"
11/23/2017,"8,038.77"
11/24/2017,"8,253.69"
